/root/miniconda3/envs/npu/lib/python3.10/site-packages/torch_npu/contrib/transfer_to_npu.py:345: ImportWarning: 
    *************************************************************************************************************
    The torch.Tensor.cuda and torch.nn.Module.cuda are replaced with torch.Tensor.npu and torch.nn.Module.npu now..
    The torch.cuda.DoubleTensor is replaced with torch.npu.FloatTensor cause the double type is not supported now..
    The backend in torch.distributed.init_process_group set to hccl now..
    The torch.cuda.* and torch.cuda.amp.* are replaced with torch.npu.* and torch.npu.amp.* now..
    The device parameters have been replaced with npu in the function below:
    torch.logspace, torch.randint, torch.hann_window, torch.rand, torch.full_like, torch.ones_like, torch.rand_like, torch.randperm, torch.arange, torch.frombuffer, torch.normal, torch._empty_per_channel_affine_quantized, torch.empty_strided, torch.empty_like, torch.scalar_tensor, torch.tril_indices, torch.bartlett_window, torch.ones, torch.sparse_coo_tensor, torch.randn, torch.kaiser_window, torch.tensor, torch.triu_indices, torch.as_tensor, torch.zeros, torch.randint_like, torch.full, torch.eye, torch._sparse_csr_tensor_unsafe, torch.empty, torch._sparse_coo_tensor_unsafe, torch.blackman_window, torch.zeros_like, torch.range, torch.sparse_csr_tensor, torch.randn_like, torch.from_file, torch._cudnn_init_dropout_state, torch._empty_affine_quantized, torch.linspace, torch.hamming_window, torch.empty_quantized, torch._pin_memory, torch.load, torch.set_default_device, torch.get_device_module, torch.sparse_compressed_tensor, torch.Tensor.new_empty, torch.Tensor.new_empty_strided, torch.Tensor.new_full, torch.Tensor.new_ones, torch.Tensor.new_tensor, torch.Tensor.new_zeros, torch.Tensor.to, torch.Tensor.pin_memory, torch.nn.Module.to, torch.nn.Module.to_empty
    *************************************************************************************************************
    
  warnings.warn(msg, ImportWarning)
/root/miniconda3/envs/npu/lib/python3.10/site-packages/torch_npu/contrib/transfer_to_npu.py:276: RuntimeWarning: torch.jit.script and torch.jit.script_method will be disabled by transfer_to_npu, which currently does not support them, if you need to enable them, please do not use transfer_to_npu.
  warnings.warn(msg, RuntimeWarning)
/root/miniconda3/envs/npu/lib/python3.10/site-packages/torch_npu/npu/__init__.py:488: UserWarning: torch.npu.get_device_capability isn't implemented!
  warnings.warn("torch.npu.get_device_capability isn't implemented!")

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: npu
/root/miniconda3/envs/npu/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:4876: UserWarning: barrier(): using the device under current context. You can specify `device_id` in `init_process_group` to mute this warning.
  warnings.warn(  # warn only once
2026-03-16 15:52:36,347 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
NPU: Ascend910B2 | Peak FLOPS (BF16): 3.20e+14
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: NPU (bf16 supported))
✓ Using NPU Flash Attention (torch_npu.npu_fusion_attention), optimized for Ascend NPU.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,088
scalars                 : 24
total                   : 286,261,704
Estimated FLOPs per token: 8.870979e+08
Scaling LRs by 0.3062 for batch size 49,152 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.085732 for depth 12
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 23,520
Total number of training tokens: 1,156,055,040
Tokens : Scaling params ratio: 10.50
Total training FLOPs estimate: 1.025534e+18
Tokens / micro-batch / rank: 24 x 2048 = 49,152
Tokens / micro-batch: 49,152
Total batch size 49,152 => gradient accumulation steps: 1
Step 00000 | Validation bpb: 3.169762
step 00000/23520 (0.00%) | loss: 10.398083 | lrm: 0.03 | dt: 612.17ms | tok/sec: 80,290 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/23520 (0.00%) | loss: 10.394740 | lrm: 0.05 | dt: 612.01ms | tok/sec: 80,312 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/23520 (0.01%) | loss: 10.389603 | lrm: 0.07 | dt: 612.62ms | tok/sec: 80,232 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/23520 (0.01%) | loss: 10.382044 | lrm: 0.10 | dt: 612.42ms | tok/sec: 80,258 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/23520 (0.02%) | loss: 10.371140 | lrm: 0.12 | dt: 612.50ms | tok/sec: 80,247 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/23520 (0.02%) | loss: 10.357862 | lrm: 0.15 | dt: 611.54ms | tok/sec: 80,374 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/23520 (0.03%) | loss: 10.339804 | lrm: 0.17 | dt: 611.59ms | tok/sec: 80,368 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/23520 (0.03%) | loss: 10.318336 | lrm: 0.20 | dt: 612.32ms | tok/sec: 80,271 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/23520 (0.03%) | loss: 10.289074 | lrm: 0.23 | dt: 612.57ms | tok/sec: 80,238 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/23520 (0.04%) | loss: 10.252940 | lrm: 0.25 | dt: 611.75ms | tok/sec: 80,346 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/23520 (0.04%) | loss: 10.206328 | lrm: 0.28 | dt: 612.22ms | tok/sec: 80,284 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00041/23520 (0.17%) | loss: 6.806709 | lrm: 1.00 | dt: 611.60ms | tok/sec: 80,366 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 4 | total time: 0.32m | eta: 239.5m
step 00042/23520 (0.18%) | loss: 6.773272 | lrm: 1.00 | dt: 613.12ms | tok/sec: 80,166 | bf16_mfu: 22.22 | epoch: 1 pq: 0 rg: 4 | total time: 0.33m | eta: 239.5m
step 00043/23520 (0.18%) | loss: 6.732288 | lrm: 1.00 | dt: 612.14ms | tok/sec: 80,295 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 4 | total time: 0.34m | eta: 239.5m
step 00044/23520 (0.19%) | loss: 6.698135 | lrm: 1.00 | dt: 612.12ms | tok/sec: 80,297 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 4 | total time: 0.35m | eta: 239.5m
step 00045/23520 (0.19%) | loss: 6.681614 | lrm: 1.00 | dt: 611.40ms | tok/sec: 80,393 | bf16_mfu: 22.29 | epoch: 1 pq: 0 rg: 5 | total time: 0.36m | eta: 239.5m
step 00046/23520 (0.20%) | loss: 6.641651 | lrm: 1.00 | dt: 612.56ms | tok/sec: 80,239 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 5 | total time: 0.37m | eta: 239.5m
step 00047/23520 (0.20%) | loss: 6.616301 | lrm: 1.00 | dt: 612.32ms | tok/sec: 80,272 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 5 | total time: 0.38m | eta: 239.5m
step 00048/23520 (0.20%) | loss: 6.586949 | lrm: 1.00 | dt: 612.04ms | tok/sec: 80,308 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 5 | total time: 0.39m | eta: 239.5m
step 00049/23520 (0.21%) | loss: 6.568464 | lrm: 1.00 | dt: 611.43ms | tok/sec: 80,388 | bf16_mfu: 22.29 | epoch: 1 pq: 0 rg: 5 | total time: 0.40m | eta: 239.5m
step 00050/23520 (0.21%) | loss: 6.553742 | lrm: 1.00 | dt: 611.88ms | tok/sec: 80,329 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 5 | total time: 0.41m | eta: 239.4m
step 00051/23520 (0.22%) | loss: 6.537108 | lrm: 1.00 | dt: 610.87ms | tok/sec: 80,462 | bf16_mfu: 22.31 | epoch: 1 pq: 0 rg: 5 | total time: 0.42m | eta: 239.4m
step 00052/23520 (0.22%) | loss: 6.520225 | lrm: 1.00 | dt: 613.05ms | tok/sec: 80,176 | bf16_mfu: 22.23 | epoch: 1 pq: 0 rg: 5 | total time: 0.43m | eta: 239.4m
step 00053/23520 (0.23%) | loss: 6.502474 | lrm: 1.00 | dt: 611.82ms | tok/sec: 80,337 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 5 | total time: 0.44m | eta: 239.4m
step 00054/23520 (0.23%) | loss: 6.482349 | lrm: 1.00 | dt: 612.44ms | tok/sec: 80,256 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 5 | total time: 0.45m | eta: 239.4m
step 00055/23520 (0.23%) | loss: 6.460294 | lrm: 1.00 | dt: 612.20ms | tok/sec: 80,287 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 6 | total time: 0.46m | eta: 239.4m
step 00056/23520 (0.24%) | loss: 6.439776 | lrm: 1.00 | dt: 612.07ms | tok/sec: 80,303 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 6 | total time: 0.47m | eta: 239.4m
step 00057/23520 (0.24%) | loss: 6.430286 | lrm: 1.00 | dt: 611.69ms | tok/sec: 80,354 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 6 | total time: 0.48m | eta: 239.4m
step 00058/23520 (0.25%) | loss: 6.410230 | lrm: 1.00 | dt: 612.32ms | tok/sec: 80,272 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 6 | total time: 0.49m | eta: 239.4m
step 00059/23520 (0.25%) | loss: 6.386823 | lrm: 1.00 | dt: 611.93ms | tok/sec: 80,323 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 6 | total time: 0.50m | eta: 239.3m
step 00060/23520 (0.26%) | loss: 6.368681 | lrm: 1.00 | dt: 612.68ms | tok/sec: 80,224 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 6 | total time: 0.51m | eta: 239.3m
step 00061/23520 (0.26%) | loss: 6.345988 | lrm: 1.00 | dt: 611.29ms | tok/sec: 80,406 | bf16_mfu: 22.29 | epoch: 1 pq: 0 rg: 6 | total time: 0.52m | eta: 239.3m
step 00062/23520 (0.26%) | loss: 6.332657 | lrm: 1.00 | dt: 611.91ms | tok/sec: 80,325 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 6 | total time: 0.53m | eta: 239.3m
step 00063/23520 (0.27%) | loss: 6.318793 | lrm: 1.00 | dt: 612.09ms | tok/sec: 80,301 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 6 | total time: 0.54m | eta: 239.3m
step 00064/23520 (0.27%) | loss: 6.315070 | lrm: 1.00 | dt: 611.80ms | tok/sec: 80,340 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 6 | total time: 0.55m | eta: 239.3m
step 00065/23520 (0.28%) | loss: 6.306044 | lrm: 1.00 | dt: 611.32ms | tok/sec: 80,402 | bf16_mfu: 22.29 | epoch: 1 pq: 0 rg: 7 | total time: 0.56m | eta: 239.3m
step 00066/23520 (0.28%) | loss: 6.300649 | lrm: 1.00 | dt: 612.10ms | tok/sec: 80,300 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 7 | total time: 0.57m | eta: 239.3m
step 00067/23520 (0.28%) | loss: 6.294375 | lrm: 1.00 | dt: 612.64ms | tok/sec: 80,229 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 7 | total time: 0.58m | eta: 239.3m
step 00068/23520 (0.29%) | loss: 6.281182 | lrm: 1.00 | dt: 611.76ms | tok/sec: 80,344 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 7 | total time: 0.59m | eta: 239.2m
step 00069/23520 (0.29%) | loss: 6.260789 | lrm: 1.00 | dt: 611.61ms | tok/sec: 80,364 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 7 | total time: 0.60m | eta: 239.2m
step 00070/23520 (0.30%) | loss: 6.253656 | lrm: 1.00 | dt: 612.04ms | tok/sec: 80,308 | bf16_mfu: 22.26 | epoch: 1 pq: 0 rg: 7 | total time: 0.61m | eta: 239.2m
step 00071/23520 (0.30%) | loss: 6.241253 | lrm: 1.00 | dt: 611.88ms | tok/sec: 80,329 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 7 | total time: 0.62m | eta: 239.2m
step 00072/23520 (0.31%) | loss: 6.227463 | lrm: 1.00 | dt: 612.33ms | tok/sec: 80,271 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 7 | total time: 0.63m | eta: 239.2m
step 00073/23520 (0.31%) | loss: 6.215759 | lrm: 1.00 | dt: 611.77ms | tok/sec: 80,344 | bf16_mfu: 22.27 | epoch: 1 pq: 0 rg: 7 | total time: 0.64m | eta: 239.2m
step 00074/23520 (0.31%) | loss: 6.211803 | lrm: 1.00 | dt: 612.61ms | tok/sec: 80,234 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 7 | total time: 0.65m | eta: 239.2m
step 00075/23520 (0.32%) | loss: 6.203254 | lrm: 1.00 | dt: 612.36ms | tok/sec: 80,266 | bf16_mfu: 22.25 | epoch: 1 pq: 0 rg: 7 | total time: 0.66m | eta: 239.2m
step 00076/23520 (0.32%) | loss: 6.188914 | lrm: 1.00 | dt: 612.62ms | tok/sec: 80,232 | bf16_mfu: 22.24 | epoch: 1 pq: 0 rg: 8 | total time: 0.67m | eta: 239.2m
step 00077/23520 (0.33%) | loss: 6.177592 | lrm: 1.00 | dt: 611.59ms | tok/sec: 80,367 | bf16_mfu: 22.28 | epoch: 1 pq: 0 rg: 8 | total time: 0.68m | eta: 239.1m
